5,2016
2,2021
2,2028
7,2026
2,2049
5,2058
2,2065
3,2080
2,2079
5,2084
7,2080
2,2095
7,2110
5,2108
3,2120
2,2130
10,2136
2,2140
3,2141
3,2145
23,2160
7,2177
5,2202
5,2205
2,2209
2,2217
2,2232
3,2233
2,2234
7,2249
2,2266
2,2265
3,2268
7,2274
19,2283
2,2289
5,2292
2,2305
3,2309
2,2329
2,2329
7,2339
3,2342
13,2347
2,2352
2,2370
5,2376
3,2379
5,2382
2,2385
3,2392
11,2398
6,2410
3,2408
5,2421
2,2433
6,2438
5,2446
2,2455
2,2466
5,2472
2,2476
3,2502
17,2520
2,2527
2,2538
5,2541
2,2545
6,2549
2,2553
2,2560
7,2589
7,2586
3,2603
5,2614
2,2620
3,2627
3,2646
3,2652
2,2658
5,2655
7,2662
2,2676
2,2679
5,2686
19,2684
2,2688
2,2693
2,2706
7,2710
5,2712
3,2718
3,2723
3,2722
2,2737
6,2741
3,2747
3,2766
3,2772
2,2783
6,2789
2,2793
3,2800
2,2802
2,2814
5,2830
2,2833
2,2839
2,2847
11,2856
2,2857
7,2878
5,2885
3,2891
5,2902
2,2900
5,2916
5,2925
2,2938
13,2952
2,2956
2,2959
3,2968
10,2970
17,2995
14,2999
2,3007
2,3015
5,3021
2,3036
3,3030
11,3048
6,3057
2,3063
6,3078
2,3079
3,3082
6,3105
7,3118
7,3114
3,3131
3,3162
5,3164
7,3162
7,3179
2,3183
11,3189
2,3199
3,3204
5,3212
10,3211
6,3221
6,3249
2,3252
3,3252
3,3248
3,3269
2,3293
6,3297
2,3306
10,3312
6,3317
2,3319
3,3328
3,3322
5,3342
2,3343
11,3357
22,3360
2,3366
5,3372
3,3387
3,3389
5,3405
2,3405
5,3432
3,3448
7,3454
2,3460
3,3461
2,3455
2,3465
2,3490
2,3498
7,3508
2,3516
5,3526
17,3525
2,3532
2,3525
7,3535
2,3546
2,3553
3,3558
2,3567
2,3577
3,3582
3,3585
5,3605
2,3609
3,3605
5,3616
15,3630
2,3630
2,3642
2,3658
13,3667
5,3670
2,3673
2,3685
5,3692
2,3697
2,3708
7,3716
3,3725
2,3729
7,3736
3,3760
5,3765
7,3751
2,3774
5,3788
2,3796
2,3799
3,3819
3,3822
3,3827
5,3845
2,3847
2,3852
5,3858
2,3876
13,3879
11,3888
2,3903
13,3909
2,3913
3,3914
2,3922
3,3928
2,3927
3,3941
2,3946
6,3966
2,3988
3,4000
2,4002
5,4005
2,4009
2,4015
2,4020
3,4020
3,4043
10,4050
5,4056
3,4061
11,4076
2,4090
2,4092
2,4095
12,4110
5,4125
13,4120
2,4132
2,4135
5,4150
2,4156
3,4157
5,4174
11,4200
6,4208
3,4212
2,4218
2,4225
3,4230
3,4235
2,4239
2,4249
2,4246
2,4260
7,4269
5,4268
2,4279
3,4283
5,4296
3,4325
3,4330
10,4337
2,4345
2,4356
2,4359
2,4367
14,4388
2,4393
3,4403
3,4420
3,4417
21,4440
3,4445
2,4447
3,4452
5,4460
3,4468
2,4482
2,4489
2,4503
7,4510
2,4512
3,4517
5,4520
2,4541
6,4545
11,4560
3,4566
5,4581
11,4590
5,4596
2,4599
2,4617
2,4631
3,4637
5,4634
3,4648
3,4642
15,4652
3,4662
3,4668
11,4677
2,4684
5,4702
6,4718
2,4722
17,4718
5,4721
19,4747
3,4753
6,4782
2,4783
2,4784
3,4792
7,4798
7,4798
2,4809
3,4816
3,4830
11,4859
11,4870
2,4876
3,4883
3,4902
6,4908
13,4915
6,4928
2,4932
3,4926
7,4940
6,4949
2,4953
5,4966
11,4966
2,4972
2,4986
5,4992
3,4997
2,4999
3,5003
2,5010
3,5000
3,5022
11,5035
2,5047
2,5055
2,5073
3,5070
5,5086
2,5098
6,5097
2,5103
19,5109
3,5117
2,5143
5,5148
6,5166
2,5170
2,5175
2,5179
7,5195
17,5208
2,5226
7,5230
10,5232
3,5235
2,5257
3,5268
7,5275
7,5278
3,5296
5,5298
2,5305
5,5322
2,5332
3,5340
11,5349
3,5379
2,5381
3,5388
7,5398
3,5406
5,5408
3,5411
3,5414
3,5430
5,5436
3,5435
2,5439
7,5446
7,5470
2,5476
3,5477
2,5479
2,5500
3,5501
2,5506
13,5517
11,5518
5,5525
10,5523
2,5556
2,5562
13,5568
2,5569
6,5580
11,5589
5,5622
7,5632
14,5627
3,5645
2,5645
5,5652
3,5652
2,5658
3,5657
2,5682
11,5686
2,5689
2,5700
19,5710
2,5716
5,5736
2,5736
10,5741
2,5745
2,5775
7,5779
6,5789
3,5795
5,5806
2,5812
6,5817
2,5826
6,5837
2,5839
3,5848
2,5847
7,5850
3,5859
5,5865
2,5868
11,5877
31,5876
3,5892
5,5901
2,5919
5,5926
2,5935
7,5946
3,5980
2,5983
3,6005
2,6007
2,6025
5,6036
5,6041
5,6044
2,6052
2,6066
10,6072
17,6077
3,6088
7,6089
2,6097
3,6112
7,6118
2,6126
5,6132
5,6141
3,6150
3,6154
2,6172
2,6193
3,6197
2,6197
2,6207
5,6214
3,6220
2,6225
5,6246
3,6248
5,6262
2,6265
11,6267
2,6276
7,6285
2,6288
10,6297
7,6310
2,6316
2,6311
3,6324
10,6336
3,6342
3,6352
13,6358
19,6358
3,6365
2,6372
2,6370
2,6388
2,6396
6,6417
3,6422
3,6443
3,6444
2,6465
3,6467
7,6478
2,6487
6,6515
7,6526
2,6543
17,6550
10,6550
5,6561
3,6568
3,6566
5,6576
14,6577
13,6586
3,6606
2,6614
2,6633
2,6652
2,6655
6,6660
5,6670
7,6676
3,6684
2,6690
2,6697
5,6702
2,6708
11,6716
2,6732
3,6731
3,6760
2,6758
2,6775
2,6780
7,6789
10,6792
2,6799
3,6821
2,6823
2,6825
3,6832
22,6840
3,6852
5,6860
2,6865
3,6870
2,6879
2,6895
2,6906
7,6910
2,6913
2,6942
2,6948
7,6957
13,6950
5,6965
2,6970
3,6971
5,6974
6,6990
5,6992
3,6994
2,7012
2,7015
2,7026
3,7038
2,7037
5,7056
2,7065
7,7077
5,7101
2,7100
3,7115
5,7126
7,7120
7,7150
3,7157
10,7172
2,7186
3,7187
3,7206
2,7207
5,7212
2,7215
2,7228
2,7236
2,7242
5,7246
2,7249
2,7282
5,7292
2,7306
6,7305
7,7314
2,7327
6,7332
2,7348
6,7350
7,7362
5,7392
2,7410
5,7412
3,7432
2,7444
3,7456
2,7455
2,7473
6,7478
5,7485
7,7486
2,7493
2,7506
2,7516
2,7522
3,7524
7,7534
2,7537
2,7543
2,7548
13,7557
13,7552
2,7572
3,7572
5,7578
2,7585
6,7589
2,7599
5,7605
2,7620
7,7628
2,7642
3,7644
2,7665
3,7667
17,7680
6,7686
2,7687
3,7698
5,7702
2,7716
3,7708
5,7726
7,7739
10,7752
2,7749
3,7754
2,7785
3,7788
3,7811
5,7822
2,7828
12,7840
2,7852
3,7862
5,7870
2,7873
3,7873
2,7879
2,7895
2,7903
7,7918
3,7926
2,7929
3,7936
2,7944
6,7949
5,7962
5,7992
3,8003
14,8009
5,8016
11,8035
2,8052
3,8058
2,8068
3,8080
5,8086
17,8078
2,8089
6,8100
11,8110
2,8109
2,8122
2,8146
7,8154
3,8165
2,8167
2,8178
17,8189
7,8202
2,8213
2,8220
11,8230
10,8228
2,8225
2,8239
3,8262
2,8265
3,8266
3,8282
2,8287
2,8292
3,8286
3,8310
6,8316
7,8322
5,8352
2,8362
3,8363
5,8374
2,8382
6,8388
3,8414
5,8421
2,8425
3,8429
2,8439
5,8445
6,8460
2,8463
7,8500
5,8502
13,8518
5,8526
3,8531
2,8538
5,8541
2,8559
2,8569
6,8577
2,8593
3,8598
3,8608
3,8622
2,8626
6,8621
17,8634
3,8645
5,8662
2,8665
2,8673
15,8680
13,8686
2,8688
2,8694
5,8705
5,8708
3,8717
2,8727
5,8732
2,8737
2,8743
3,8744
23,8758
11,8778
5,8781
2,8799
5,8805
2,8818
2,8817
7,8830
2,8833
3,8837
3,8843
2,8852
3,8862
2,8866
3,8886
5,8888
2,8922
11,8924
2,8929
6,8940
13,8946
2,8962
3,8957
2,8967
7,8997
7,8998
3,9005
2,9005
5,9008
2,9028
3,9040
3,9038
7,9042
2,9055
3,9062
3,9080
6,9100
10,9106
3,9126
6,9131
3,9136
3,9150
6,9155
3,9155
2,9172
2,9177
3,9186
3,9197
2,9202
3,9208
2,9216
2,9223
19,9234
13,9240
3,9256
5,9272
3,9275
2,9279
2,9289
7,9309
3,9317
2,9322
5,9336
2,9340
5,9342
2,9341
2,9370
3,9368
3,9390
2,9396
3,9396
3,9412
2,9413
2,9420
7,9430
5,9430
2,9428
22,9438
3,9459
3,9461
2,9466
3,9467
7,9472
2,9476
3,9491
3,9510
3,9520
2,9529
2,9538
2,9546
11,9550
2,9583
13,9598
2,9606
2,9615
5,9621
2,9621
3,9629
2,9639
7,9642
2,9657
2,9673
3,9678
3,9683
10,9692
17,9712
7,9718
2,9732
3,9732
5,9740
2,9748
5,9765
13,9768
6,9777
3,9786
11,9790
2,9802
3,9810
5,9816
10,9825
3,9824
7,9838
2,9845
5,9856
2,9855
3,9869
2,9882
5,9882
2,9900
2,9903
2,9918
3,9928
10,9928
2,9937
2,9945
3,9965
11,9969
5,10005
11,10005
2,10033
3,10038
3,10059
2,10063
2,10065
11,10076
2,10087
2,10092
2,10095
5,10102
12,10109
2,10129
2,10138
2,10140
7,10149
3,10157
2,10159
3,10163
7,10174
2,10180
3,10192
6,10210
5,10221
7,10241
5,10244
2,10252
2,10249
2,10263
7,10270
10,10268
3,10283
2,10293
3,10302
3,10312
7,10314
2,10330
5,10328
3,10336
5,10341
2,10353
13,10358
19,10389
6,10397
2,10423
7,10423
3,10428
5,10452
3,10456
2,10455
5,10461
2,10476
5,10486
2,10495
2,10497
7,10506
3,10520
3,10524
23,10558
6,10566
2,10588
5,10596
3,10596
5,10599
2,10608
5,10625
11,10629
6,10635
7,10649
7,10650
3,10657
2,10666
5,10685
2,10685
2,10708
3,10710
2,10722
7,10722
2,10729
6,10738
11,10752
3,10770
10,10780
2,10782
19,10797
7,10822
2,10833
5,10845
2,10852
2,10853
2,10857
2,10866
2,10882
3,10884
2,10890
3,10902
2,10908
3,10931
3,10934
2,10945
5,10956
2,10969
2,10974
2,10983
7,10986
2,11002
2,11023
3,11045
3,11056
10,11049
2,11061
3,11069
2,11079
5,11086
2,11092
13,11112
3,11116
3,11117
2,11127
10,11148
7,11157
7,11158
2,11170
5,11170
3,11171
2,11193
2,11209
3,11238
5,11238
13,11250
10,11252
2,11260
3,11268
7,11278
3,11285
3,11298
3,11309
2,11316
3,11320
7,11317
7,11350
7,11350
3,11354
5,11382
3,11392
11,11397
7,11405
5,11421
2,11436
2,11442
5,11445
5,11466
11,11470
2,11476
3,11483
3,11481
7,11494
3,11502
7,11518
5,11526
2,11544
7,11542
2,11566
2,11583
5,11592
3,11587
10,11616
2,11617
3,11632
3,11656
2,11673
3,11673
7,11682
2,11695
6,11700
2,11716
6,11717
3,11726
3,11742
3,11768
2,11778
5,11782
2,11785
3,11795
5,11802
2,11809
2,11820
2,11823
7,11829
5,11832
3,11837
3,11861
2,11863
3,11886
3,11896
5,11901
2,11893
5,11922
5,11919
2,11932
2,11934
10,11940
5,11952
3,11958
3,11962
10,11970
2,11973
2,11980
13,12006
2,12007
5,12036
3,12040
2,12042
13,12040
11,12068
7,12070
5,12096
3,12090
2,12102
6,12108
3,12106
7,12118
10,12142
2,12144
2,12156
3,12153
5,12162
2,12196
2,12199
2,12210
2,12226
13,12238
7,12234
2,12246
2,12252
5,12262
2,12268
2,12276
3,12264
11,12288
2,12297
2,12322
3,12324
7,12340
2,12346
2,12369
6,12366
2,12378
26,12390
3,12395
7,12406
2,12409
7,12419
13,12432
2,12436
3,12450
10,12454
3,12467
23,12466
3,12486
2,12487
3,12491
5,12498
3,12509
6,12516
5,12519
2,12535
14,12538
2,12546
5,12552
3,12563
10,12576
5,12581
2,12588
11,12600
2,12607
2,12612
2,12618
2,12633
3,12636
5,12645
2,12649
2,12655
14,12666
3,12663
7,12690
3,12701
3,12712
13,12720
2,12738
5,12742
2,12756
2,12759
2,12780
7,12790
13,12796
3,12803
2,12817
3,12821
2,12828
21,12837
5,12848
13,12876
3,12891
2,12895
2,12906
23,12909
2,12913
6,12917
2,12919
2,12937
3,12952
7,12958
3,12965
14,12972
2,12975
5,12978
3,12992
5,13001
5,13005
7,13006
5,13028
2,13036
2,13037
3,13043
5,13062
6,13091
3,13094
5,13100
2,13108
7,13120
5,13125
2,13143
13,13149
3,13157
2,13162
11,13155
5,13176
3,13181
2,13186
3,13216
3,13218
2,13228
3,13235
7,13242
6,13258
3,13262
2,13290
5,13292
6,13308
3,13307
3,13326
2,13330
3,13331
2,13335
5,13365
10,13377
2,13387
3,13397
2,13410
5,13416
10,13412
11,13436
2,13447
3,13451
5,13461
2,13465
2,13473
5,13485
6,13498
5,13508
2,13522
7,13530
3,13548
3,13565
3,13572
3,13590
5,13592
2,13612
2,13612
2,13626
5,13632
3,13643
6,13668
7,13677
22,13679
3,13685
2,13684
6,13691
3,13692
2,13705
6,13709
3,13716
2,13722
23,13724
11,13750
2,13753
6,13758
2,13758
7,13780
7,13787
7,13798
5,13806
2,13822
6,13829
6,13835
2,13849
5,13872
2,13873
6,13878
2,13878
2,13900
3,13902
2,13906
3,13907
7,13918
2,13927
2,13932
3,13956
5,13964
2,13993
3,13998
3,14002
2,14007
6,14028
3,14032
2,14047
3,14051
7,14062
3,14076
3,14076
5,14085
2,14103
3,14142
6,14145
3,14152
13,14142
2,14172
3,14172
11,14196
5,14206
2,14217
2,14239
3,14240
3,14244
19,14268
6,14292
5,14302
3,14320
5,14321
5,14319
2,14340
3,14342
3,14363
2,14383
2,14384
11,14400
19,14405
2,14406
2,14418
5,14422
3,14430
5,14432
5,14442
22,14443
2,14460
3,14477
3,14484
3,14501
13,14516
2,14526
3,14536
5,14542
2,14536
3,14549
2,14553
6,14558
3,14562
11,14588
5,14590
2,14615
2,14623
2,14623
3,14627
11,14633
2,14649
3,14652
2,14657
3,14678
2,14698
5,14710
2,14713
2,14719
10,14730
10,14736
2,14740
2,14740
3,14752
17,14757
3,14765
2,14765
3,14778
5,14774
2,14796
2,14809
2,14817
2,14823
11,14830
2,14839
2,14847
2,14866
2,14865
7,14878
3,14885
2,14887
3,14891
2,14922
7,14926
2,14935
2,14943
19,14950
2,14956
3,14964
3,14981
2,15012
3,15016
3,15029
2,15047
2,15057
5,15068
